city,airport_name,code,country,region,slug,theme
City 340,City 340 International Airport,ANB,Country 120,Asia Pacific,city-340-anb,honeymoon travel
City 341,City 341 International Airport,ANC,Country 121,Latin America,city-341-anc,executive itineraries
City 342,City 342 International Airport,AND,Country 122,Africa,city-342-and,family premium travel
City 343,City 343 International Airport,ANE,Country 123,North America,city-343-ane,luxury city breaks
City 344,City 344 International Airport,ANF,Country 124,Europe,city-344-anf,business travel
City 345,City 345 International Airport,ANG,Country 125,Middle East,city-345-ang,premium long-haul demand
City 346,City 346 International Airport,ANH,Country 126,Asia Pacific,city-346-anh,honeymoon travel
City 347,City 347 International Airport,ANI,Country 127,Latin America,city-347-ani,executive itineraries
City 348,City 348 International Airport,ANJ,Country 128,Africa,city-348-anj,family premium travel
City 349,City 349 International Airport,ANK,Country 129,North America,city-349-ank,luxury city breaks
City 350,City 350 International Airport,ANL,Country 130,Europe,city-350-anl,business travel
City 351,City 351 International Airport,ANM,Country 131,Middle East,city-351-anm,premium long-haul demand
City 352,City 352 International Airport,ANN,Country 132,Asia Pacific,city-352-ann,honeymoon travel
City 353,City 353 International Airport,ANO,Country 133,Latin America,city-353-ano,executive itineraries
City 354,City 354 International Airport,ANP,Country 134,Africa,city-354-anp,family premium travel
City 355,City 355 International Airport,ANQ,Country 135,North America,city-355-anq,luxury city breaks
City 356,City 356 International Airport,ANR,Country 136,Europe,city-356-anr,business travel
City 357,City 357 International Airport,ANS,Country 137,Middle East,city-357-ans,premium long-haul demand
City 358,City 358 International Airport,ANT,Country 138,Asia Pacific,city-358-ant,honeymoon travel
City 359,City 359 International Airport,ANU,Country 139,Latin America,city-359-anu,executive itineraries
City 360,City 360 International Airport,ANV,Country 140,Africa,city-360-anv,family premium travel
City 361,City 361 International Airport,ANW,Country 141,North America,city-361-anw,luxury city breaks
City 362,City 362 International Airport,ANX,Country 142,Europe,city-362-anx,business travel
City 363,City 363 International Airport,ANY,Country 143,Middle East,city-363-any,premium long-haul demand
City 364,City 364 International Airport,ANZ,Country 144,Asia Pacific,city-364-anz,honeymoon travel
City 365,City 365 International Airport,AOA,Country 145,Latin America,city-365-aoa,executive itineraries
City 366,City 366 International Airport,AOB,Country 146,Africa,city-366-aob,family premium travel
City 367,City 367 International Airport,AOC,Country 147,North America,city-367-aoc,luxury city breaks
City 368,City 368 International Airport,AOD,Country 148,Europe,city-368-aod,business travel
City 369,City 369 International Airport,AOE,Country 149,Middle East,city-369-aoe,premium long-haul demand
City 370,City 370 International Airport,AOF,Country 150,Asia Pacific,city-370-aof,honeymoon travel
City 371,City 371 International Airport,AOG,Country 151,Latin America,city-371-aog,executive itineraries
City 372,City 372 International Airport,AOH,Country 152,Africa,city-372-aoh,family premium travel
City 373,City 373 International Airport,AOI,Country 153,North America,city-373-aoi,luxury city breaks
City 374,City 374 International Airport,AOJ,Country 154,Europe,city-374-aoj,business travel
City 375,City 375 International Airport,AOK,Country 155,Middle East,city-375-aok,premium long-haul demand
City 376,City 376 International Airport,AOL,Country 156,Asia Pacific,city-376-aol,honeymoon travel
City 377,City 377 International Airport,AOM,Country 157,Latin America,city-377-aom,executive itineraries
City 378,City 378 International Airport,AON,Country 158,Africa,city-378-aon,family premium travel
City 379,City 379 International Airport,AOO,Country 159,North America,city-379-aoo,luxury city breaks
City 380,City 380 International Airport,AOP,Country 160,Europe,city-380-aop,business travel
City 381,City 381 International Airport,AOQ,Country 161,Middle East,city-381-aoq,premium long-haul demand
City 382,City 382 International Airport,AOR,Country 162,Asia Pacific,city-382-aor,honeymoon travel
City 383,City 383 International Airport,AOS,Country 163,Latin America,city-383-aos,executive itineraries
City 384,City 384 International Airport,AOT,Country 164,Africa,city-384-aot,family premium travel
City 385,City 385 International Airport,AOU,Country 165,North America,city-385-aou,luxury city breaks
City 386,City 386 International Airport,AOV,Country 166,Europe,city-386-aov,business travel
City 387,City 387 International Airport,AOW,Country 167,Middle East,city-387-aow,premium long-haul demand
City 388,City 388 International Airport,AOX,Country 168,Asia Pacific,city-388-aox,honeymoon travel
City 389,City 389 International Airport,AOY,Country 169,Latin America,city-389-aoy,executive itineraries
City 390,City 390 International Airport,AOZ,Country 170,Africa,city-390-aoz,family premium travel
City 391,City 391 International Airport,APA,Country 171,North America,city-391-apa,luxury city breaks
City 392,City 392 International Airport,APB,Country 172,Europe,city-392-apb,business travel
City 393,City 393 International Airport,APC,Country 173,Middle East,city-393-apc,premium long-haul demand
City 394,City 394 International Airport,APD,Country 174,Asia Pacific,city-394-apd,honeymoon travel
City 395,City 395 International Airport,APE,Country 175,Latin America,city-395-ape,executive itineraries
City 396,City 396 International Airport,APF,Country 176,Africa,city-396-apf,family premium travel
City 397,City 397 International Airport,APG,Country 177,North America,city-397-apg,luxury city breaks
City 398,City 398 International Airport,APH,Country 178,Europe,city-398-aph,business travel
City 399,City 399 International Airport,API,Country 179,Middle East,city-399-api,premium long-haul demand
City 400,City 400 International Airport,APJ,Country 180,Asia Pacific,city-400-apj,honeymoon travel
City 401,City 401 International Airport,APK,Country 181,Latin America,city-401-apk,executive itineraries
City 402,City 402 International Airport,APL,Country 182,Africa,city-402-apl,family premium travel
City 403,City 403 International Airport,APM,Country 183,North America,city-403-apm,luxury city breaks
City 404,City 404 International Airport,APN,Country 184,Europe,city-404-apn,business travel
City 405,City 405 International Airport,APO,Country 185,Middle East,city-405-apo,premium long-haul demand
City 406,City 406 International Airport,APP,Country 186,Asia Pacific,city-406-app,honeymoon travel
City 407,City 407 International Airport,APQ,Country 187,Latin America,city-407-apq,executive itineraries
City 408,City 408 International Airport,APR,Country 188,Africa,city-408-apr,family premium travel
City 409,City 409 International Airport,APS,Country 189,North America,city-409-aps,luxury city breaks
City 410,City 410 International Airport,APT,Country 190,Europe,city-410-apt,business travel
City 411,City 411 International Airport,APU,Country 191,Middle East,city-411-apu,premium long-haul demand
City 412,City 412 International Airport,APV,Country 192,Asia Pacific,city-412-apv,honeymoon travel
City 413,City 413 International Airport,APW,Country 193,Latin America,city-413-apw,executive itineraries
City 414,City 414 International Airport,APX,Country 194,Africa,city-414-apx,family premium travel
City 415,City 415 International Airport,APY,Country 195,North America,city-415-apy,luxury city breaks
City 416,City 416 International Airport,APZ,Country 196,Europe,city-416-apz,business travel
City 417,City 417 International Airport,AQA,Country 197,Middle East,city-417-aqa,premium long-haul demand
City 418,City 418 International Airport,AQB,Country 198,Asia Pacific,city-418-aqb,honeymoon travel
City 419,City 419 International Airport,AQC,Country 199,Latin America,city-419-aqc,executive itineraries
City 420,City 420 International Airport,AQD,Country 200,Africa,city-420-aqd,family premium travel
City 421,City 421 International Airport,AQE,Country 201,North America,city-421-aqe,luxury city breaks
City 422,City 422 International Airport,AQF,Country 202,Europe,city-422-aqf,business travel
City 423,City 423 International Airport,AQG,Country 203,Middle East,city-423-aqg,premium long-haul demand
City 424,City 424 International Airport,AQH,Country 204,Asia Pacific,city-424-aqh,honeymoon travel
City 425,City 425 International Airport,AQI,Country 205,Latin America,city-425-aqi,executive itineraries
City 426,City 426 International Airport,AQJ,Country 206,Africa,city-426-aqj,family premium travel
City 427,City 427 International Airport,AQK,Country 207,North America,city-427-aqk,luxury city breaks
City 428,City 428 International Airport,AQL,Country 208,Europe,city-428-aql,business travel
City 429,City 429 International Airport,AQM,Country 209,Middle East,city-429-aqm,premium long-haul demand
City 430,City 430 International Airport,AQN,Country 210,Asia Pacific,city-430-aqn,honeymoon travel
City 431,City 431 International Airport,AQO,Country 211,Latin America,city-431-aqo,executive itineraries
City 432,City 432 International Airport,AQP,Country 212,Africa,city-432-aqp,family premium travel
City 433,City 433 International Airport,AQQ,Country 213,North America,city-433-aqq,luxury city breaks
City 434,City 434 International Airport,AQR,Country 214,Europe,city-434-aqr,business travel
City 435,City 435 International Airport,AQS,Country 215,Middle East,city-435-aqs,premium long-haul demand
City 436,City 436 International Airport,AQT,Country 216,Asia Pacific,city-436-aqt,honeymoon travel
City 437,City 437 International Airport,AQU,Country 217,Latin America,city-437-aqu,executive itineraries
City 438,City 438 International Airport,AQV,Country 218,Africa,city-438-aqv,family premium travel
City 439,City 439 International Airport,AQW,Country 219,North America,city-439-aqw,luxury city breaks
City 440,City 440 International Airport,AQX,Country 220,Europe,city-440-aqx,business travel
City 441,City 441 International Airport,AQY,Country 1,Middle East,city-441-aqy,premium long-haul demand
City 442,City 442 International Airport,AQZ,Country 2,Asia Pacific,city-442-aqz,honeymoon travel
City 443,City 443 International Airport,ARA,Country 3,Latin America,city-443-ara,executive itineraries
City 444,City 444 International Airport,ARB,Country 4,Africa,city-444-arb,family premium travel
City 445,City 445 International Airport,ARC,Country 5,North America,city-445-arc,luxury city breaks
City 446,City 446 International Airport,ARD,Country 6,Europe,city-446-ard,business travel
City 447,City 447 International Airport,ARE,Country 7,Middle East,city-447-are,premium long-haul demand
City 448,City 448 International Airport,ARF,Country 8,Asia Pacific,city-448-arf,honeymoon travel
City 449,City 449 International Airport,ARG,Country 9,Latin America,city-449-arg,executive itineraries
City 450,City 450 International Airport,ARH,Country 10,Africa,city-450-arh,family premium travel
City 451,City 451 International Airport,ARI,Country 11,North America,city-451-ari,luxury city breaks
City 452,City 452 International Airport,ARJ,Country 12,Europe,city-452-arj,business travel
City 453,City 453 International Airport,ARK,Country 13,Middle East,city-453-ark,premium long-haul demand
City 454,City 454 International Airport,ARL,Country 14,Asia Pacific,city-454-arl,honeymoon travel
